SEMBOL,FİYAT,SKOR,GEÇEN ANALİZLER,TAKILDIĞI ANALİZLER,KURUM ALIŞ-SATIŞ ANALİZİ,OLUSTURULMA_ZAMANI
BRSAN,333.5,2,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.05, satış=0.12 | Alışlar: KAMU 1g: +0.05 | Satışlar: BOFA 1g: -0.02, BOFA 2g: -0.03, BOFA 3g: -0.03, KAMU 2g: -0.01, KAMU 3g: -0.01, TERA 1g: -0.03, TERA 2g: -0.00, TERA 3g: -0.01",16.07.2025 22:41
CUSAN,19.42,5,RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.00, satış=0.09 | Alışlar: BOFA 1g: +0.05, BOFA 2g: +0.08, BOFA 3g: +0.08, KAMU 2g: +0.28, KAMU 3g: +0.27, TERA 2g: +0.12, TERA 3g: +0.12 | Satışlar: KAMU 1g: -0.08, TERA 1g: -0.01",16.07.2025 22:41
MERKO,13.61,4,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.72, satış=0.23 | Alışlar: BOFA 1g: +0.31, BOFA 2g: +0.13, BOFA 3g: +0.15, KAMU 2g: +0.05, KAMU 3g: +0.06, TERA 1g: +0.02 | Satışlar: KAMU 1g: -0.00, TERA 2g: -0.11, TERA 3g: -0.11",16.07.2025 22:41
PENTA,13.51,4,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.07, satış=0.23 | Alışlar: BOFA 1g: +0.24, BOFA 2g: +0.38, BOFA 3g: +0.40, TERA 1g: +0.03, TERA 2g: +0.02, TERA 3g: +0.02 | Satışlar: KAMU 1g: -0.07, KAMU 2g: -0.08, KAMU 3g: -0.08",16.07.2025 22:41
FRIGO,6.59,3,RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.16, satış=0.83 | Alışlar: BOFA 2g: +0.08, BOFA 3g: +0.08 | Satışlar: BOFA 1g: -0.02, KAMU 1g: -0.04, KAMU 2g: -0.05, KAMU 3g: -0.04, TERA 1g: -0.13, TERA 2g: -0.27, TERA 3g: -0.29",16.07.2025 22:41
SOKM,35.54,5,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.78, satış=0.19 | Alışlar: BOFA 1g: +0.04, BOFA 2g: +0.21, BOFA 3g: +0.21, TERA 1g: +0.05, TERA 2g: +0.14, TERA 3g: +0.13 | Satışlar: KAMU 1g: -0.04, KAMU 2g: -0.08, KAMU 3g: -0.07",16.07.2025 22:41
GENTS,24.14,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.39, satış=0.47 | Alışlar: KAMU 1g: +0.00, KAMU 2g: +0.19, KAMU 3g: +0.19, TERA 1g: +0.00 | Satışlar: BOFA 1g: -0.06, BOFA 2g: -0.16, BOFA 3g: -0.16, TERA 2g: -0.04, TERA 3g: -0.04",16.07.2025 22:41
EKSUN,5.77,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.90, satış=0.08 | Alışlar: BOFA 1g: +0.23, BOFA 2g: +0.25, BOFA 3g: +0.29, KAMU 1g: +0.24, KAMU 2g: +0.44, KAMU 3g: +0.45 | Satışlar: TERA 1g: -0.02, TERA 2g: -0.03, TERA 3g: -0.03",16.07.2025 22:41
PAMEL,85.05,4,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.19, satış=0.16 | Alışlar: BOFA 2g: +0.08, BOFA 3g: +0.08, KAMU 1g: +0.02, TERA 1g: +0.00 | Satışlar: BOFA 1g: -0.01, KAMU 2g: -0.07, KAMU 3g: -0.07, TERA 2g: -0.00, TERA 3g: -0.00",16.07.2025 22:41
RYGYO,21.68,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.91, satış=0.25 | Alışlar: BOFA 1g: +0.26, BOFA 2g: +0.28, BOFA 3g: +0.29, TERA 1g: +0.01, TERA 2g: +0.03, TERA 3g: +0.03 | Satışlar: KAMU 1g: -0.07, KAMU 2g: -0.09, KAMU 3g: -0.09",16.07.2025 22:41
TLMAN,78.8,4,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.52, satış=0.32 | Alışlar: KAMU 1g: +0.01, KAMU 2g: +0.08, KAMU 3g: +0.08, TERA 1g: +0.14, TERA 2g: +0.11, TERA 3g: +0.11 | Satışlar: BOFA 1g: -0.10, BOFA 2g: -0.11, BOFA 3g: -0.11",16.07.2025 22:41
AZTEK,38.78,5,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.18, satış=0.74 | Alışlar: BOFA 1g: +0.38, BOFA 2g: +0.29, BOFA 3g: +0.30, KAMU 2g: +0.10, KAMU 3g: +0.10 | Satışlar: KAMU 1g: -0.20, TERA 1g: -0.22, TERA 2g: -0.16, TERA 3g: -0.17",16.07.2025 22:41
LYDYE,12252.5,2,Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; Momentum pozitif,EMA trend; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.06, satış=0.16 | Alışlar: BOFA 1g: +0.01, BOFA 2g: +0.02, BOFA 3g: +0.02 | Satışlar: KAMU 1g: -0.03, KAMU 2g: -0.04, KAMU 3g: -0.04, TERA 1g: -0.02, TERA 2g: -0.02, TERA 3g: -0.02",16.07.2025 22:41
PKART,63.85,3,Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.27, satış=1.18 | Alışlar: KAMU 1g: +0.20, TERA 1g: +0.02, TERA 2g: +0.03, TERA 3g: +0.03 | Satışlar: BOFA 1g: -0.38, BOFA 2g: -0.31, BOFA 3g: -0.32, KAMU 2g: -0.09, KAMU 3g: -0.08",16.07.2025 22:41
ARMGD,34.1,4,Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=1.80, satış=3.16 | Alışlar: BOFA 1g: +0.39, BOFA 2g: +0.70, BOFA 3g: +0.71 | Satışlar: KAMU 1g: -0.03, KAMU 2g: -0.96, KAMU 3g: -0.95, TERA 1g: -0.38, TERA 2g: -0.41, TERA 3g: -0.42",16.07.2025 22:41
INVES,312.75,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.13, satış=0.15 | Alışlar: BOFA 1g: +0.01, BOFA 2g: +0.02, BOFA 3g: +0.02, TERA 1g: +0.02, TERA 2g: +0.02, TERA 3g: +0.02 | Satışlar: KAMU 1g: -0.03, KAMU 2g: -0.06, KAMU 3g: -0.06",16.07.2025 22:41
ONCSM,82.1,4,RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.84, satış=0.57 | Alışlar: BOFA 2g: +0.39, BOFA 3g: +0.39, KAMU 1g: +0.05, TERA 2g: +0.01, TERA 3g: +0.01 | Satışlar: BOFA 1g: -0.08, KAMU 2g: -0.25, KAMU 3g: -0.24, TERA 1g: -0.00",16.07.2025 22:41
SMART,24.08,3,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.25, satış=1.62 | Alışlar: BOFA 1g: +0.00, BOFA 2g: +0.12, BOFA 3g: +0.12 | Satışlar: KAMU 1g: -0.30, KAMU 2g: -0.45, KAMU 3g: -0.45, TERA 1g: -0.02, TERA 2g: -0.20, TERA 3g: -0.20",16.07.2025 22:41
KFEIN,91.55,2,RSI 30-50 arası ve yukarı trendde; Momentum pozitif; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.42, satış=0.55 | Alışlar: BOFA 1g: +0.14, BOFA 2g: +0.07, BOFA 3g: +0.07, TERA 1g: +0.04, TERA 2g: +0.06, TERA 3g: +0.06 | Satışlar: KAMU 1g: -0.07, KAMU 2g: -0.24, KAMU 3g: -0.24",16.07.2025 22:41
OSTIM,3.76,3,Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; Momentum pozitif; PD/DD makul düzeyde,EMA trend; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.13, satış=0.22 | Alışlar: BOFA 1g: +0.01, KAMU 1g: +0.02, TERA 1g: +0.05, TERA 2g: +0.02, TERA 3g: +0.03 | Satışlar: BOFA 2g: -0.04, BOFA 3g: -0.03, KAMU 2g: -0.07, KAMU 3g: -0.08",16.07.2025 22:41
AYDEM,17.82,3,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.34, satış=1.16 | Alışlar: KAMU 1g: +0.11, KAMU 2g: +0.10, KAMU 3g: +0.09, TERA 1g: +0.00, TERA 2g: +0.01, TERA 3g: +0.02 | Satışlar: BOFA 1g: -0.26, BOFA 2g: -0.44, BOFA 3g: -0.46",16.07.2025 22:41
ORCAY,7.21,5,RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=2.86, satış=0.00 | Alışlar: BOFA 1g: +0.46, BOFA 2g: +0.60, BOFA 3g: +0.66, KAMU 1g: +0.23, KAMU 2g: +0.36, KAMU 3g: +0.36, TERA 1g: +0.05, TERA 2g: +0.07, TERA 3g: +0.07 | Satışlar: ",16.07.2025 22:41
LINK,675.0,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.17, satış=0.21 | Alışlar: BOFA 1g: +0.02, TERA 1g: +0.05, TERA 2g: +0.05, TERA 3g: +0.05 | Satışlar: BOFA 2g: -0.01, BOFA 3g: -0.01, KAMU 1g: -0.05, KAMU 2g: -0.07, KAMU 3g: -0.07",16.07.2025 22:41
TABGD,196.3,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=2.85, satış=0.53 | Alışlar: BOFA 1g: +0.88, BOFA 2g: +0.92, BOFA 3g: +0.92, TERA 1g: +0.02, TERA 2g: +0.06, TERA 3g: +0.06 | Satışlar: KAMU 1g: -0.11, KAMU 2g: -0.21, KAMU 3g: -0.21",16.07.2025 22:41
ATATP,82.35,2,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.04, satış=0.73 | Alışlar: TERA 1g: +0.00, TERA 2g: +0.02, TERA 3g: +0.02 | Satışlar: BOFA 1g: -0.13, BOFA 2g: -0.09, BOFA 3g: -0.10, KAMU 1g: -0.11, KAMU 2g: -0.15, KAMU 3g: -0.15",16.07.2025 22:41
DESPC,46.58,5,Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.95, satış=0.53 | Alışlar: BOFA 1g: +0.10, TERA 1g: +0.11, TERA 2g: +0.37, TERA 3g: +0.38 | Satışlar: BOFA 2g: -0.19, BOFA 3g: -0.19, KAMU 1g: -0.04, KAMU 2g: -0.05, KAMU 3g: -0.05",16.07.2025 22:41
MTRYO,6.54,4,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.61, satış=0.00 | Alışlar: KAMU 1g: +0.01, KAMU 2g: +0.09, KAMU 3g: +0.12, TERA 1g: +0.13, TERA 2g: +0.13, TERA 3g: +0.15 | Satışlar: ",16.07.2025 22:41
SARKY,19.04,5,Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.30, satış=0.04 | Alışlar: BOFA 2g: +0.02, BOFA 3g: +0.02, KAMU 2g: +0.02, KAMU 3g: +0.02, TERA 1g: +0.04, TERA 2g: +0.09, TERA 3g: +0.09 | Satışlar: BOFA 1g: -0.04, KAMU 1g: -0.00",16.07.2025 22:41
LUKSK,78.55,2,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.58, satış=0.83 | Alışlar: BOFA 1g: +0.04, BOFA 2g: +0.15, BOFA 3g: +0.15, KAMU 1g: +0.10, TERA 1g: +0.00, TERA 2g: +0.07, TERA 3g: +0.07 | Satışlar: KAMU 2g: -0.42, KAMU 3g: -0.42",16.07.2025 22:41
EGSER,3.12,2,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.11, satış=0.30 | Alışlar: BOFA 2g: +0.06, BOFA 3g: +0.05 | Satışlar: BOFA 1g: -0.04, KAMU 1g: -0.04, KAMU 2g: -0.07, KAMU 3g: -0.12, TERA 1g: -0.00, TERA 2g: -0.01, TERA 3g: -0.01",16.07.2025 22:41
OBASE,30.44,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.71, satış=0.37 | Alışlar: BOFA 1g: +0.09, KAMU 2g: +0.09, KAMU 3g: +0.09, TERA 1g: +0.05, TERA 2g: +0.19, TERA 3g: +0.19 | Satışlar: BOFA 2g: -0.17, BOFA 3g: -0.17, KAMU 1g: -0.02",16.07.2025 22:41
ENDAE,17.14,5,Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.69, satış=0.44 | Alışlar: BOFA 1g: +0.45, BOFA 2g: +0.07, BOFA 3g: +0.09, KAMU 2g: +0.02, KAMU 3g: +0.02, TERA 1g: +0.03 | Satışlar: KAMU 1g: -0.30, TERA 2g: -0.07, TERA 3g: -0.07",16.07.2025 22:41
IEYHO,14.17,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; Stochastic K < 30; PD/DD > 3 veya 0; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.80, satış=0.89 | Alışlar: BOFA 1g: +0.24, BOFA 2g: +0.27, BOFA 3g: +0.29 | Satışlar: KAMU 1g: -0.19, KAMU 2g: -0.30, KAMU 3g: -0.30, TERA 1g: -0.01, TERA 2g: -0.05, TERA 3g: -0.05",16.07.2025 22:41
ICUGS,2.84,3,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.34, satış=1.37 | Alışlar: BOFA 2g: +0.11, BOFA 3g: +0.10, TERA 1g: +0.03, TERA 2g: +0.04, TERA 3g: +0.06 | Satışlar: BOFA 1g: -0.03, KAMU 1g: -0.14, KAMU 2g: -0.37, KAMU 3g: -0.83",16.07.2025 22:41
GEDZA,22.0,5,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.09, satış=0.00 | Alışlar: BOFA 1g: +0.02, BOFA 2g: +0.16, BOFA 3g: +0.16, KAMU 1g: +0.07, KAMU 2g: +0.10, KAMU 3g: +0.10, TERA 1g: +0.17, TERA 2g: +0.15, TERA 3g: +0.16 | Satışlar: ",16.07.2025 22:41
TKFEN,108.9,4,Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.12, satış=0.97 | Alışlar: BOFA 1g: +0.12 | Satışlar: BOFA 2g: -0.06, BOFA 3g: -0.06, KAMU 1g: -0.12, KAMU 2g: -0.10, KAMU 3g: -0.09, TERA 1g: -0.15, TERA 2g: -0.20, TERA 3g: -0.20",16.07.2025 22:41
KONYA,5090.0,2,Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.11, satış=0.11 | Alışlar: BOFA 2g: +0.00, BOFA 3g: +0.00, KAMU 1g: +0.03, KAMU 2g: +0.04, KAMU 3g: +0.04, TERA 2g: +0.00, TERA 3g: +0.00 | Satışlar: BOFA 1g: -0.11, TERA 1g: -0.00",16.07.2025 22:41
BOBET,20.24,4,Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.05, satış=1.14 | Alışlar: TERA 1g: +0.05 | Satışlar: BOFA 1g: -0.29, BOFA 2g: -0.20, BOFA 3g: -0.21, KAMU 1g: -0.10, KAMU 2g: -0.17, KAMU 3g: -0.16, TERA 2g: -0.01, TERA 3g: -0.01",16.07.2025 22:41
YYLGD,9.89,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=2.20, satış=3.44 | Alışlar: BOFA 1g: +0.12, BOFA 2g: +0.13, BOFA 3g: +0.14, KAMU 1g: +0.44, KAMU 2g: +0.69, KAMU 3g: +0.68 | Satışlar: TERA 1g: -0.91, TERA 2g: -1.22, TERA 3g: -1.31",16.07.2025 22:41
GOODY,16.97,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.99, satış=0.26 | Alışlar: BOFA 1g: +0.16, BOFA 2g: +0.38, BOFA 3g: +0.39, KAMU 1g: +0.02, TERA 2g: +0.02, TERA 3g: +0.02 | Satışlar: KAMU 2g: -0.12, KAMU 3g: -0.12, TERA 1g: -0.02",16.07.2025 22:41
PNSUT,9.33,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.11, satış=0.19 | Alışlar: BOFA 1g: +0.00, KAMU 1g: +0.11, KAMU 2g: +0.00 | Satışlar: BOFA 2g: -0.05, BOFA 3g: -0.05, KAMU 3g: -0.00, TERA 1g: -0.01, TERA 2g: -0.04, TERA 3g: -0.04",16.07.2025 22:41
CMBTN,2035.0,3,Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.91, satış=0.03 | Alışlar: BOFA 1g: +0.17, BOFA 2g: +0.20, BOFA 3g: +0.20, KAMU 1g: +0.08, KAMU 2g: +0.13, KAMU 3g: +0.13, TERA 1g: +0.01 | Satışlar: TERA 2g: -0.01, TERA 3g: -0.01",16.07.2025 22:41
LILAK,22.8,3,EMA kısa vadede yukarı trend; Momentum pozitif; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.19, satış=0.17 | Alışlar: BOFA 1g: +0.04, BOFA 2g: +0.05, BOFA 3g: +0.05, KAMU 1g: +0.05 | Satışlar: KAMU 2g: -0.06, KAMU 3g: -0.05, TERA 1g: -0.00, TERA 2g: -0.03, TERA 3g: -0.03",16.07.2025 22:41
ISGYO,18.04,6,EMA kısa vadede yukarı trend; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.00, satış=0.08 | Alışlar: BOFA 1g: +0.34, BOFA 2g: +0.27, BOFA 3g: +0.29, KAMU 2g: +0.01, KAMU 3g: +0.01, TERA 1g: +0.02, TERA 2g: +0.03, TERA 3g: +0.03 | Satışlar: KAMU 1g: -0.08",16.07.2025 22:41
TUPRS,155.5,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.39, satış=0.66 | Alışlar: BOFA 1g: +0.01, BOFA 2g: +0.07, BOFA 3g: +0.07, TERA 1g: +0.03, TERA 2g: +0.10, TERA 3g: +0.10 | Satışlar: KAMU 1g: -0.15, KAMU 2g: -0.25, KAMU 3g: -0.25",16.07.2025 22:41
